utt_id,wav_path,text,speaker
000010011,WAVE/SPEAKER0001/000010011.WAV,WE CALL IT BEAR,0001
000010035,WAVE/SPEAKER0001/000010035.WAV,ZERO THREE FIVE ONE,0001
000010053,WAVE/SPEAKER0001/000010053.WAV,THREE TWO TWO SEVEN,0001
000010063,WAVE/SPEAKER0001/000010063.WAV,ELEPHANTS TAI GOOSE,0001
000010069,WAVE/SPEAKER0001/000010069.WAV,TOM GIVES UP BOXING,0001
000010075,WAVE/SPEAKER0001/000010075.WAV,HE HATES SHOOTING,0001
000010089,WAVE/SPEAKER0001/000010089.WAV,MANDY HAS A BIG ARM,0001
000010095,WAVE/SPEAKER0001/000010095.WAV,LOOK AT ANN'S PANTS,0001
000010106,WAVE/SPEAKER0001/000010106.WAV,WHAT ABOUT THE BUS,0001
000010113,WAVE/SPEAKER0001/000010113.WAV,THEN HE WENT TO THEME PARK,0001
000010115,WAVE/SPEAKER0001/000010115.WAV,LET'S GO TO THE RESTROOM,0001
000010121,WAVE/SPEAKER0001/000010121.WAV,THEN MIKE WALKS TO COFFEE,0001
000010122,WAVE/SPEAKER0001/000010122.WAV,SO MARY WENT ON TO STUDY,0001
000010133,WAVE/SPEAKER0001/000010133.WAV,KATE GOT THE TOMATO,0001
000010135,WAVE/SPEAKER0001/000010135.WAV,TINA LOVES EGGPLANT,0001
000010140,WAVE/SPEAKER0001/000010140.WAV,DORA IS NOT A CLEANER,0001
000010145,WAVE/SPEAKER0001/000010145.WAV,MARK LIVED IN NEW YORK,0001
000010149,WAVE/SPEAKER0001/000010149.WAV,BOB LIVES IN CAIRO NOW,0001
000010168,WAVE/SPEAKER0001/000010168.WAV,BYE,0001
000010173,WAVE/SPEAKER0001/000010173.WAV,TREES,0001
000050003,WAVE/SPEAKER0005/000050003.WAV,MIKE LIKES THE WHITE ONE,0005
000050010,WAVE/SPEAKER0005/000050010.WAV,ITS NAME IS SAY,0005
000050024,WAVE/SPEAKER0005/000050024.WAV,BILLY LOVES AMERICA,0005
000050028,WAVE/SPEAKER0005/000050028.WAV,TWO TWO EIGHT SEVEN,0005
000050038,WAVE/SPEAKER0005/000050038.WAV,FOUR FIVE FOUR SEVEN,0005
000050040,WAVE/SPEAKER0005/000050040.WAV,FIVE THREE NINE ZERO,0005
000050047,WAVE/SPEAKER0005/000050047.WAV,SIX FIVE THREE,0005
000050049,WAVE/SPEAKER0005/000050049.WAV,TWO FIVE EIGHT,0005
000050055,WAVE/SPEAKER0005/000050055.WAV,WE LESS MEAT,0005
000050078,WAVE/SPEAKER0005/000050078.WAV,DOSE MIKE LIKE THE HAMBURGER,0005
000050079,WAVE/SPEAKER0005/000050079.WAV,ANNIE WANT HAVE SOME PRETTIES,0005
000050083,WAVE/SPEAKER0005/000050083.WAV,KATE'S GOT SOME GREY,0005
000050095,WAVE/SPEAKER0005/000050095.WAV,LOOK AT JOHN'S SWEATER,0005
000050099,WAVE/SPEAKER0005/000050099.WAV,TIM HAS A BEAUTIFUL TELL,0005
000050100,WAVE/SPEAKER0005/000050100.WAV,JIM LIKES YOUR BLUE SHORE,0005
000050114,WAVE/SPEAKER0005/000050114.WAV,ANNIE WENT WALKING THEM PARK,0005
000050118,WAVE/SPEAKER0005/000050118.WAV,LAYLA CAN SEE THE HOMETOWN,0005
000050122,WAVE/SPEAKER0005/000050122.WAV,SO TINA WENT ON TO WASHROOM,0005
000050174,WAVE/SPEAKER0005/000050174.WAV,ALL WITH HIM,0005
000050175,WAVE/SPEAKER0005/000050175.WAV,GOOD JOB,0005
000060015,WAVE/SPEAKER0006/000060015.WAV,JAYME IS GOING TO SEE HEN,0006
000060020,WAVE/SPEAKER0006/000060020.WAV,DORA IS COME FROM JAPAN,0006
000060029,WAVE/SPEAKER0006/000060029.WAV,SIX ONE SIX ZERO,0006
000060031,WAVE/SPEAKER0006/000060031.WAV,FIVE TWO FOUR SEVEN,0006
000060049,WAVE/SPEAKER0006/000060049.WAV,ZERO THREE FIVE,0006
000060056,WAVE/SPEAKER0006/000060056.WAV,PHONE PARTS TICKETS,0006
000060077,WAVE/SPEAKER0006/000060077.WAV,ANN ATE A LITTLE DOG,0006
000060081,WAVE/SPEAKER0006/000060081.WAV,DOES LAYLA LIKE THE JAM,0006
000060082,WAVE/SPEAKER0006/000060082.WAV,KATE LIKES LAMB,0006
000060083,WAVE/SPEAKER0006/000060083.WAV,MARK GOT SOME NOODLES,0006
000060094,WAVE/SPEAKER0006/000060094.WAV,TOM LIKES THE OLD SWEATER,0006
000060102,WAVE/SPEAKER0006/000060102.WAV,BOB NEEDS NEW BOOTS,0006
000060106,WAVE/SPEAKER0006/000060106.WAV,TOM CAN SEE THE MOTOR CYCLE,0006
000060111,WAVE/SPEAKER0006/000060111.WAV,HE LEFT THE FRUIT STAND,0006
000060113,WAVE/SPEAKER0006/000060113.WAV,LET'S GO TO THE GYM,0006
000060116,WAVE/SPEAKER0006/000060116.WAV,SO MARK WHEN TO THE PET SHOP,0006
000060124,WAVE/SPEAKER0006/000060124.WAV,SO ALICE WENT ON TO VILLAGE,0006
000060130,WAVE/SPEAKER0006/000060130.WAV,NO THAT'S TOMATO,0006
000060136,WAVE/SPEAKER0006/000060136.WAV,I'M NOT A ACTOR,0006
000060153,WAVE/SPEAKER0006/000060153.WAV,WHAT LOVELY CLEAN TEETH,0006
000260001,WAVE/SPEAKER0026/000260001.WAV,LAYLA LOVE BROWN,0026
000260011,WAVE/SPEAKER0026/000260011.WAV,ANDY CAN SEE THE HEN,0026
000260015,WAVE/SPEAKER0026/000260015.WAV,JOHN IS GOING TO SEE COW,0026
000260032,WAVE/SPEAKER0026/000260032.WAV,ONE ONE ZERO EIGHT,0026
000260033,WAVE/SPEAKER0026/000260033.WAV,THREE ONE SEVEN NINE,0026
000260039,WAVE/SPEAKER0026/000260039.WAV,EIGHT ZERO SIX TWO,0026
000260048,WAVE/SPEAKER0026/000260048.WAV,THREE ZERO EIGHT SEVEN,0026
000260050,WAVE/SPEAKER0026/000260050.WAV,ZERO EIGHT THREE ONE,0026
000260052,WAVE/SPEAKER0026/000260052.WAV,SIX EIGHT SIX SEVEN,0026
000260069,WAVE/SPEAKER0026/000260069.WAV,TEDDY GIVES UP SHOOTING,0026
000260075,WAVE/SPEAKER0026/000260075.WAV,HE LIKES RACING,0026
000260091,WAVE/SPEAKER0026/000260091.WAV,DORA LIKES YOUR RED JEANS,0026
000260095,WAVE/SPEAKER0026/000260095.WAV,BOB LOVES THE NEW CLOTH,0026
000260096,WAVE/SPEAKER0026/000260096.WAV,JOHN NEEDS NEW T SHIRT,0026
000260112,WAVE/SPEAKER0026/000260112.WAV,THEN LILLY WALKS TO MUSIC ROOM,0026
000260115,WAVE/SPEAKER0026/000260115.WAV,THEN TIM WALKS TO THEM PARK,0026
000260121,WAVE/SPEAKER0026/000260121.WAV,THEN MANDY WALKS TO RESTROOM,0026
000260126,WAVE/SPEAKER0026/000260126.WAV,DO YOU WANT THE PEA,0026
000260133,WAVE/SPEAKER0026/000260133.WAV,ANDY GOT THE MUSHROOM,0026
000260166,WAVE/SPEAKER0026/000260166.WAV,NOW FOR THE PARTY,0026
000360013,WAVE/SPEAKER0036/000360013.WAV,IT'S JUST SO HARD TO PICTURE,0036
000360034,WAVE/SPEAKER0036/000360034.WAV,WE SPEAK OUT WHEN WE FEEL WE SHOULD SPEAK OUT,0036
000360036,WAVE/SPEAKER0036/000360036.WAV,I COULD DO WITH A BREAK,0036
000360132,WAVE/SPEAKER0036/000360132.WAV,IT IS ALWAYS SO NICE TO SEE YOU,0036
000360133,WAVE/SPEAKER0036/000360133.WAV,UNFORTUNATELY NO ONE IS ALLOW TO SAY,0036
000360161,WAVE/SPEAKER0036/000360161.WAV,ALMOST TIME FOR A HAIRCUT,0036
000360190,WAVE/SPEAKER0036/000360190.WAV,SO YOU WANT TO BE MORE PRODUCTIVE,0036
000360210,WAVE/SPEAKER0036/000360210.WAV,STARTING CAN NOT BE BETTER THAN THIS,0036
000360223,WAVE/SPEAKER0036/000360223.WAV,I KEEP IT TO BE AMUSED BY THE STUPIDITY,0036
000360241,WAVE/SPEAKER0036/000360241.WAV,AFTER THAT I BE READY TO GO,0036
000360264,WAVE/SPEAKER0036/000360264.WAV,I THANK YOU FOR YOUR SYMPATHY BECAUSE IT COUNTS,0036
000360283,WAVE/SPEAKER0036/000360283.WAV,OFF THE CHAIN I BET,0036
000360313,WAVE/SPEAKER0036/000360313.WAV,HE NODDED HIS HEAD AND SMILED,0036
000360314,WAVE/SPEAKER0036/000360314.WAV,BUT TELL ME THE TRUTH,0036
000360332,WAVE/SPEAKER0036/000360332.WAV,THE FIRST QUESTION WAS AN OBVIOUS ONE,0036
000360334,WAVE/SPEAKER0036/000360334.WAV,THE SHOCK WAS TOO MUCH FOR HIM,0036
000360339,WAVE/SPEAKER0036/000360339.WAV,HE KNOWS HE'S ABOUT TO GET INTO FIGHT,0036
000360343,WAVE/SPEAKER0036/000360343.WAV,HE WAS ALWAYS READY TO DO ANYTHING WHATEVER,0036
000360360,WAVE/SPEAKER0036/000360360.WAV,THE LONG AND THE SHORT OF IT IS THIS,0036
000360378,WAVE/SPEAKER0036/000360378.WAV,YOU WANT TO BE LOVE,0036
000480010,WAVE/SPEAKER0048/000480010.WAV,IT'S NOT FISH,0048
000480014,WAVE/SPEAKER0048/000480014.WAV,JOHN CAN SEE THE SHEEP,0048
000480015,WAVE/SPEAKER0048/000480015.WAV,LYNDA IS GOING TO SEE ELEPHANT,0048
000480016,WAVE/SPEAKER0048/000480016.WAV,MY CAN DRAW THE GOAT,0048
000480019,WAVE/SPEAKER0048/000480019.WAV,TINA CAN DRAW THE BALT,0048
000480023,WAVE/SPEAKER0048/000480023.WAV,BRO IS FROM JUMP,0048
000480033,WAVE/SPEAKER0048/000480033.WAV,ZERO FIVE EIGHT THREE,0048
000480045,WAVE/SPEAKER0048/000480045.WAV,FIVE NINE SIX FIVE,0048
000480068,WAVE/SPEAKER0048/000480068.WAV,ANN LIKES HULK,0048
000480081,WAVE/SPEAKER0048/000480081.WAV,DOES KATE LIKE THE BREAD,0048
000480089,WAVE/SPEAKER0048/000480089.WAV,LILLY HAS A BIG LEG,0048
000480090,WAVE/SPEAKER0048/000480090.WAV,BY THE HAND,0048
000480108,WAVE/SPEAKER0048/000480108.WAV,LOOK AT THIS BIG JEEP,0048
000480119,WAVE/SPEAKER0048/000480119.WAV,SO HE WHEN TO T V ROOM,0048
000480125,WAVE/SPEAKER0048/000480125.WAV,SO BILLY WENT INTO THE PET SHOP,0048
000480134,WAVE/SPEAKER0048/000480134.WAV,LIKES THE STRING BEAN,0048
000480136,WAVE/SPEAKER0048/000480136.WAV,SHE WANTS DO A STUDENT,0048
000480151,WAVE/SPEAKER0048/000480151.WAV,WHAT WILL YOU CAT,0048
000480158,WAVE/SPEAKER0048/000480158.WAV,COME AND SEE MY DOWN,0048
000480159,WAVE/SPEAKER0048/000480159.WAV,I'M NOT AT ALL FREED,0048
000530003,WAVE/SPEAKER0053/000530003.WAV,MIKE LIKES THE ORANGE ONE,0053
